applicant_id,age,gender,education,employment_type,annual_income,loan_amount,loan_term_months,interest_rate,credit_score,existing_loans,monthly_expenses,emi_estimate,dti_ratio,assets_value,has_collateral,co_applicant,loan_purpose,loan_approved
APP0224,26,Female,Bachelor's,Self-Employed,1123953,1571161,12,11.81,592,4,78501,139456,174.03,2717370,1,0,Vehicle,0
APP0225,36,Male,Bachelor's,Self-Employed,1529785,903349,24,9.79,878,0,65481,41597,48.04,3292202,1,1,Home,1
APP0226,49,Male,Bachelor's,Salaried,1087935,1434410,60,17.64,626,3,32740,36144,50.7,261745,0,0,Business,1
APP0227,23,Male,PhD,Salaried,305072,1394955,84,8.87,559,0,68328,22352,168.55,1746659,1,0,Business,0
APP0228,40,Female,Bachelor's,Business Owner,864490,260047,120,11.4,660,4,77105,3641,37.16,3328122,1,0,Home,1
APP0229,56,Male,Bachelor's,Salaried,289360,1641986,120,7.77,900,1,55643,19723,151.01,3847852,1,1,Personal,0
APP0230,39,Male,Master's,Self-Employed,262287,336100,84,9.83,760,3,16881,5550,48.56,4940952,1,0,Home,1
APP0231,46,Female,Master's,Unemployed,25416,113879,84,15.69,734,0,41996,2242,700.37,1854413,1,1,Vehicle,0
APP0232,23,Male,High School,Salaried,907062,632848,120,9.61,751,3,37177,8227,25.64,4459895,1,0,Personal,1
APP0233,39,Female,Master's,Salaried,892353,1088939,36,8.34,610,3,42177,34294,63.13,184215,0,1,Personal,1
APP0234,40,Male,Bachelor's,Self-Employed,887235,422454,60,12.48,709,3,71126,9500,41.71,3156390,1,1,Personal,1
APP0235,52,Male,Bachelor's,Business Owner,970644,774045,36,7.6,680,2,61531,24113,52.63,3728298,1,0,Education,1
APP0236,27,Female,High School,Salaried,861414,992164,24,8.39,842,0,31119,45050,75.76,2912166,1,1,Home,1
APP0237,61,Male,High School,Unemployed,35699,1095533,12,15.98,670,0,32915,99388,3671.56,2080444,1,0,Home,0
APP0238,53,Female,Master's,Salaried,1355933,1335844,84,15.6,645,3,7708,26229,25.26,1640335,1,0,Vehicle,1
APP0239,60,Male,Bachelor's,Salaried,1690309,529280,60,17.11,575,1,43749,13185,18.68,1680442,1,1,Business,1
APP0240,59,Male,Bachelor's,Self-Employed,407440,1606232,84,16.47,692,3,49989,32335,139.4,860513,0,0,Home,0
APP0241,38,Female,Master's,Business Owner,753958,837600,36,14.67,706,2,27106,28901,58.94,4428935,1,0,Business,1
APP0242,60,Female,Master's,Salaried,1074820,357268,48,8.05,571,4,22131,8730,17.16,1059288,1,0,Education,1
APP0243,21,Female,High School,Business Owner,1599876,1789833,24,15.72,720,2,51553,87397,77.15,4390741,1,0,Education,1
APP0244,31,Male,Bachelor's,Self-Employed,1407955,720392,12,16.38,700,1,63144,65491,71.96,1660049,1,1,Business,1
APP0245,48,Female,High School,Salaried,968447,1413517,24,15.89,771,3,11553,69136,89.96,2459147,1,0,Vehicle,0
APP0246,45,Male,Master's,Salaried,1446735,1920302,48,12.84,789,0,22881,51365,48.3,3682226,1,1,Business,1
APP0247,43,Male,Bachelor's,Business Owner,394152,1535619,12,9.95,688,3,6379,134970,416.73,4231276,1,1,Home,0
APP0248,51,Female,PhD,Salaried,803623,1888524,48,16.38,586,1,74306,53890,113.76,2393432,1,0,Business,0
APP0249,50,Male,High School,Salaried,1012744,1249399,24,15.14,605,0,24726,60662,80.67,4631817,1,0,Home,0
APP0250,62,Female,High School,Salaried,1222660,604661,36,17.8,838,2,14088,21799,25.54,2899529,1,1,Home,1
APP0251,55,Male,Bachelor's,Business Owner,1315561,172026,120,9.13,694,4,39314,2191,12.76,750561,1,0,Business,1
APP0252,27,Male,Bachelor's,Self-Employed,1903608,1128846,24,9.87,837,4,60041,52023,44.15,1381173,1,0,Personal,1
APP0253,36,Male,Bachelor's,Self-Employed,1175112,977890,24,9.72,724,3,21350,44998,52.49,3027880,1,0,Home,1
APP0254,46,Female,Master's,Salaried,683178,1331507,24,15.82,747,2,22769,65080,126.31,1051628,0,1,Education,0
APP0255,22,Female,Bachelor's,Self-Employed,1419925,1818753,60,9.46,764,1,52249,38162,45.5,2386568,1,1,Vehicle,1
APP0256,21,Female,Bachelor's,Self-Employed,755839,1163760,48,8.2,569,4,51365,28520,69.74,3449022,1,0,Home,1
APP0257,32,Female,Master's,Business Owner,814101,557532,48,17.98,707,2,55185,16372,48.54,4945868,1,0,Business,1
APP0258,25,Female,Bachelor's,Business Owner,649813,785053,84,7.76,568,3,7786,12142,26.74,148388,0,1,Business,1
APP0259,57,Female,Master's,Salaried,1635062,612167,48,16.27,654,0,6620,17434,14.25,4126564,1,1,Home,1
APP0260,52,Male,High School,Self-Employed,1949148,1072560,84,11.34,737,3,41303,18557,19.05,2926759,1,1,Vehicle,1
APP0261,29,Male,Bachelor's,Salaried,1258213,361741,60,16.34,587,3,24589,8862,15.49,3101954,1,1,Business,1
APP0262,61,Male,High School,Salaried,1153197,1006636,36,13.32,730,2,7882,34073,37.92,3162103,1,0,Education,1
APP0263,55,Female,High School,Salaried,1127328,53626,84,16.97,545,4,67248,1095,22.64,549998,1,1,Vehicle,1
APP0264,39,Female,Master's,Salaried,1902417,1708800,24,17.23,782,2,54322,84676,63.69,4973216,1,0,Home,1
APP0265,36,Male,High School,Salaried,751238,1593971,36,7.6,620,0,29524,49656,93.47,2577697,1,0,Vehicle,0
APP0266,23,Female,Bachelor's,Self-Employed,616704,1857737,120,8.29,587,2,14745,22825,53.02,2124749,0,1,Home,1
APP0267,40,Female,Bachelor's,Salaried,1900734,1704379,60,10.13,550,1,20861,36322,26.88,431613,0,0,Business,1
APP0268,44,Male,Bachelor's,Self-Employed,1746336,258137,48,14.53,627,3,59261,7123,17.11,3047725,1,1,Education,1
APP0269,53,Male,Master's,Salaried,200215,1678254,84,16.83,508,4,7837,34132,218.65,4313272,1,0,Home,0
APP0270,44,Female,High School,Salaried,567747,984149,24,12.33,630,0,79135,46479,148.41,4397874,1,1,Business,0
APP0271,31,Male,Bachelor's,Self-Employed,997955,797320,12,13.87,778,3,59380,71540,107.44,3577141,1,1,Home,0
APP0272,28,Female,PhD,Salaried,1055121,1677008,120,9.48,663,2,54831,21682,43.37,816473,0,0,Education,1
APP0273,56,Male,Bachelor's,Salaried,1272410,194454,12,15.95,574,1,43255,17638,28.87,2444661,1,1,Education,1
APP0274,58,Female,PhD,Self-Employed,1545194,1626889,36,17.66,700,2,34520,58539,53.5,2935570,1,0,Home,1
APP0275,60,Female,High School,Salaried,1815930,486442,48,10.32,692,3,34541,12412,15.05,3957530,1,1,Personal,1
APP0276,40,Female,Bachelor's,Salaried,1217375,1440100,12,12.7,856,0,70772,128423,147.52,1430264,0,0,Business,0
APP0277,55,Male,Bachelor's,Salaried,472544,304043,36,8.4,751,4,32350,9584,48.98,1635846,1,1,Home,1
APP0278,45,Female,Master's,Business Owner,734633,693198,60,13.37,707,3,49397,15904,50.18,2729974,1,0,Business,1
APP0279,55,Female,PhD,Self-Employed,1282472,512927,36,12.78,761,0,68865,17228,35.45,2786986,1,0,Vehicle,1
APP0280,45,Male,Bachelor's,Self-Employed,1727222,670343,120,9.02,667,3,60956,8499,18.61,1335364,1,0,Personal,1
APP0281,49,Female,Bachelor's,Self-Employed,1747963,1486909,36,12.14,673,1,32453,49486,40.66,2659933,1,0,Education,1
APP0282,38,Male,High School,Salaried,1014661,780070,120,11.01,829,2,67345,10750,36.61,4540272,1,1,Vehicle,1
APP0283,38,Female,Bachelor's,Salaried,710269,970947,36,12.98,532,4,17906,32706,64.33,4709226,1,1,Vehicle,1
APP0284,22,Male,Bachelor's,Self-Employed,1516303,857827,24,13.65,767,0,19988,41045,37.23,921463,0,1,Vehicle,1
APP0285,55,Male,PhD,Salaried,1122401,1895733,36,7.59,670,4,32723,59047,73.62,833721,0,0,Vehicle,1
APP0286,36,Male,Bachelor's,Salaried,713622,1656325,84,15.49,653,4,38800,32419,74.09,432331,0,0,Home,1
APP0287,61,Female,Bachelor's,Salaried,1320113,1356648,36,14.99,630,4,44107,47022,54.77,2863657,1,0,Business,1
APP0288,56,Male,High School,Salaried,597783,1663979,24,11.35,693,0,32430,77825,175.75,1726476,0,1,Vehicle,0
APP0289,53,Female,High School,Unemployed,79943,160084,24,8.06,676,0,37535,7245,277.74,2323729,1,1,Personal,0
APP0290,24,Male,Bachelor's,Salaried,853936,1064391,60,15.43,642,4,73476,25563,66.9,1649961,1,0,Home,1
APP0291,53,Male,Bachelor's,Salaried,1099084,395876,120,17.53,616,2,57284,7014,26.42,809010,1,0,Business,1
APP0292,34,Male,Master's,Salaried,670455,1079649,48,10.02,508,3,61232,27393,81.91,4709075,1,0,Personal,0
APP0293,41,Female,Bachelor's,Unemployed,23527,523006,12,10.9,614,4,49420,46200,3111.06,2281103,1,1,Business,0
APP0294,40,Male,Bachelor's,Salaried,432117,1440277,12,9.43,633,1,42710,126242,386.15,4335972,1,1,Personal,0
APP0295,28,Female,High School,Salaried,1582512,907692,36,13.56,693,4,77497,30829,41.01,3599613,1,1,Business,1
APP0296,27,Female,Master's,Self-Employed,1642020,1782626,60,9.13,856,0,45498,37117,37.1,4607450,1,0,Education,1
APP0297,23,Female,Master's,Self-Employed,1461862,837839,36,11.24,624,3,36283,27525,31.53,2276174,1,1,Vehicle,1
APP0298,37,Male,High School,Salaried,761340,123568,12,14.82,587,1,71169,11143,51.21,4640353,1,1,Home,1
APP0299,53,Male,Master's,Salaried,650985,1157136,120,13.38,615,3,77358,17538,75.11,1171116,0,0,Vehicle,1
APP0300,32,Female,Bachelor's,Salaried,246032,1014844,120,11.56,693,3,67457,14303,168.46,2859453,1,0,Home,0
APP0301,42,Male,High School,Salaried,704910,1247442,120,11.91,732,1,30968,17832,46.17,620656,0,0,Business,1
APP0302,42,Female,Bachelor's,Salaried,1206225,1249529,24,13.4,745,4,67508,59640,79.48,1618755,1,0,Vehicle,1
APP0303,50,Male,Bachelor's,Salaried,1544406,1840228,48,7.56,754,4,68220,44546,50.51,4109042,1,1,Education,1
APP0304,58,Female,High School,Salaried,1063413,811058,60,8.32,767,4,10738,16570,22.33,3622456,1,0,Home,1
APP0305,58,Female,PhD,Salaried,823090,276024,24,16.75,654,2,8098,13614,23.39,2463208,1,1,Personal,1
APP0306,28,Female,Master's,Self-Employed,1120313,1279351,48,8.32,864,4,78633,31425,58.93,4004168,1,1,Home,1
APP0307,47,Male,Bachelor's,Unemployed,15972,1011858,60,14.92,648,1,43244,24030,2778.02,395991,0,0,Home,0
APP0308,47,Female,Bachelor's,Self-Employed,1421433,141288,60,17.16,689,2,13253,3524,6.33,1981908,1,1,Home,1
APP0309,54,Male,Bachelor's,Salaried,629763,521678,12,10.34,796,4,59333,45946,121.46,3664877,1,0,Personal,0
APP0310,41,Male,Bachelor's,Salaried,504962,1479740,24,11.39,730,2,55969,69236,204.43,4998710,1,0,Personal,0
APP0311,50,Female,Bachelor's,Unemployed,69518,935733,60,13.47,478,1,75423,21517,761.87,3823476,1,0,Business,0
APP0312,53,Female,High School,Salaried,1969617,1872700,84,16.76,680,4,49411,38011,32.19,604879,0,0,Personal,1
APP0313,48,Female,Bachelor's,Salaried,541609,64390,120,17.39,757,0,40421,1135,29.38,3398718,1,0,Home,1
APP0314,53,Female,Master's,Self-Employed,1993798,547619,60,15.27,559,1,6454,13106,9.05,280759,0,0,Personal,1
APP0315,25,Male,Bachelor's,Self-Employed,950887,268547,48,8.41,747,3,22522,6608,16.87,2119990,1,0,Home,1
APP0316,39,Male,High School,Self-Employed,837509,601595,12,14.53,715,3,43575,54166,96.34,4796592,1,0,Home,0
APP0317,24,Female,Master's,Salaried,499477,277436,36,11.81,786,1,8192,9190,27.98,3460670,1,1,Home,1
APP0318,55,Male,Bachelor's,Salaried,1375033,275121,120,12.44,617,3,60268,4017,19.28,4660296,1,0,Vehicle,1
APP0319,37,Male,Bachelor's,Unemployed,23862,301063,12,8.02,769,1,15402,26192,1548.76,4133710,1,1,Business,0
APP0320,64,Male,High School,Salaried,1368451,1123078,36,9.51,694,0,41527,35981,42.48,1985702,1,0,Education,1
APP0321,48,Male,Bachelor's,Self-Employed,1080432,1645350,24,15.8,838,1,57181,80404,108.35,144608,0,1,Personal,0
APP0322,50,Male,Master's,Self-Employed,666995,1472533,24,12.27,900,4,32002,69503,142.31,136772,0,0,Education,0
APP0323,49,Male,Bachelor's,Self-Employed,755889,1792194,60,10.67,818,4,17460,38672,69.71,4888503,1,1,Home,1
APP0324,26,Male,Bachelor's,Salaried,1054378,1811652,84,11.53,723,2,35482,31527,48.0,4990984,1,0,Vehicle,1
APP0325,55,Male,Master's,Salaried,1562836,278300,24,16.47,888,3,21447,13689,15.45,3687193,1,1,Business,1
APP0326,61,Female,Master's,Self-Employed,1766541,153920,60,15.36,734,3,53228,3691,13.35,4238119,1,0,Business,1
APP0327,57,Male,Master's,Business Owner,1759048,1835430,120,10.36,598,1,55126,24623,28.08,2202149,0,0,Vehicle,1
APP0328,44,Male,Bachelor's,Business Owner,828474,1068056,12,8.73,676,3,25545,93269,146.19,2708682,1,1,Vehicle,0
APP0329,49,Female,Bachelor's,Salaried,1049326,1443488,24,10.15,748,4,60114,66710,96.91,2807615,1,0,Home,0
APP0330,51,Male,PhD,Salaried,889995,978252,12,17.17,754,0,62801,89300,145.81,2018333,1,0,Vehicle,0
APP0331,55,Female,Master's,Business Owner,1829618,637073,12,13.61,578,1,18890,57084,41.16,2464209,1,0,Personal,1
APP0332,53,Female,High School,Self-Employed,1477623,650338,84,13.1,581,3,57482,11866,23.64,2244482,1,1,Home,1
APP0333,41,Male,High School,Business Owner,292850,597026,24,13.76,649,4,68397,28597,201.25,627901,0,1,Personal,0
APP0334,52,Male,Bachelor's,Salaried,1096197,124231,12,11.34,728,2,6740,10999,14.25,2981899,1,0,Vehicle,1
APP0335,43,Female,Master's,Self-Employed,1989055,123606,84,15.97,739,3,35121,2453,7.84,1588253,1,1,Home,1
APP0336,53,Female,Bachelor's,Self-Employed,1603411,1585093,84,12.99,692,0,16218,28827,25.22,683045,0,0,Personal,1
APP0337,23,Male,Bachelor's,Self-Employed,1811735,1402382,24,8.73,604,0,76591,63894,57.54,1501012,0,0,Vehicle,0
APP0338,38,Female,High School,Salaried,1442522,1479033,84,8.86,836,3,39722,23691,29.62,4216101,1,1,Education,1
APP0339,45,Male,Bachelor's,Salaried,670949,1325945,24,13.14,583,3,54431,63125,142.1,4955247,1,1,Home,0
APP0340,62,Female,Master's,Self-Employed,1015943,1900131,24,17.33,797,4,56543,94248,131.36,3370725,1,1,Home,1
APP0341,51,Male,Bachelor's,Salaried,1067392,543896,36,10.74,746,3,47000,17740,35.8,456123,0,0,Business,1
APP0342,23,Female,Master's,Salaried,1166325,206688,12,16.63,795,2,76975,18815,43.12,2382992,1,0,Vehicle,1
APP0343,60,Female,PhD,Unemployed,28164,545898,48,15.52,640,4,35921,15337,1112.15,2039282,1,0,Personal,0
APP0344,44,Female,Bachelor's,Salaried,925527,1371902,24,10.1,667,1,35614,63370,96.01,2526353,1,0,Home,0
APP0345,52,Male,Bachelor's,Business Owner,1555182,1975377,12,7.88,684,2,66189,171725,147.83,661944,0,0,Home,0
APP0346,42,Male,Bachelor's,Salaried,1703174,1066382,120,8.57,637,4,22601,13262,14.12,1401718,1,1,Home,1
APP0347,43,Male,Master's,Self-Employed,683410,1553805,84,15.15,700,4,76543,30114,93.2,2255268,1,1,Vehicle,0
APP0348,22,Male,Bachelor's,Unemployed,26553,212403,60,9.6,822,0,25514,4471,547.72,4975931,1,0,Personal,0
APP0349,47,Male,Bachelor's,Salaried,1874936,751458,24,11.4,563,4,72612,35164,36.45,4461733,1,0,Business,1
APP0350,62,Female,Master's,Salaried,1683702,1124704,84,12.77,620,2,21292,20320,19.03,4650635,1,1,Education,1
APP0351,22,Male,Bachelor's,Salaried,1453179,1130132,84,15.12,611,3,36510,21884,27.12,4988106,1,0,Personal,1
APP0352,46,Male,Master's,Salaried,1929122,1357046,84,8.69,671,2,33000,21621,19.61,17903,0,1,Business,1
APP0353,37,Female,Bachelor's,Self-Employed,1926749,1775812,84,11.77,667,1,35383,31130,26.0,4030064,1,0,Home,1
APP0354,60,Female,High School,Business Owner,934172,1238597,84,12.59,749,4,16785,22257,35.06,2464456,1,0,Business,1
APP0355,53,Female,Bachelor's,Salaried,1989461,626250,24,13.18,683,4,45910,29826,26.3,4622720,1,1,Education,1
APP0356,29,Female,Master's,Salaried,309779,1712918,120,16.09,707,4,44028,28790,162.68,1661241,0,0,Home,0
APP0357,63,Male,Bachelor's,Salaried,1267133,567200,48,9.3,715,4,29855,14196,21.93,2503934,1,0,Home,1
APP0358,59,Male,Master's,Self-Employed,1407708,1300854,36,15.98,702,0,29281,45721,46.46,369556,0,0,Vehicle,0
APP0359,49,Female,Master's,Salaried,652082,1646963,84,14.78,743,0,9841,31578,63.54,837654,0,1,Education,1
APP0360,62,Female,Bachelor's,Self-Employed,534248,1334519,84,13.34,668,3,65155,24525,98.99,1929096,1,1,Home,0
APP0361,46,Male,PhD,Self-Employed,1726369,980220,36,14.85,828,4,31918,33908,30.23,1401170,1,0,Home,1
APP0362,55,Female,High School,Self-Employed,861440,233683,120,11.83,900,1,61313,3330,30.26,4638188,1,0,Business,1
APP0363,45,Male,Bachelor's,Salaried,1393502,1792821,120,8.95,743,3,22443,22662,25.31,4827958,1,1,Personal,1
APP0364,44,Male,High School,Self-Employed,923055,1413864,24,14.49,700,4,37250,68211,103.2,2685293,1,0,Business,0
APP0365,33,Male,Master's,Salaried,1930961,1294868,12,13.01,736,0,6922,115660,73.17,1457750,0,1,Home,1
APP0366,27,Female,Bachelor's,Salaried,1432630,582125,60,14.21,580,1,36976,13608,20.69,4608474,1,0,Home,1
APP0367,56,Female,High School,Business Owner,765369,1279003,60,11.05,696,3,16991,27841,51.64,3376483,1,0,Home,1
APP0368,40,Male,Bachelor's,Self-Employed,1121872,1276947,12,17.02,614,1,58744,116476,143.44,533963,0,1,Home,0
APP0369,21,Female,Bachelor's,Salaried,954981,986663,24,13.67,725,4,27733,47219,69.79,4488109,1,0,Vehicle,1
APP0370,28,Male,High School,Salaried,581325,953112,60,8.4,614,2,7473,19509,44.9,3734305,1,1,Vehicle,1
APP0371,36,Male,Master's,Salaried,1013526,822291,120,12.22,648,1,13108,11902,18.75,2114336,1,0,Business,1
APP0372,34,Female,Master's,Salaried,1163544,1467522,36,15.44,511,1,33715,51189,63.22,2552671,1,0,Business,0
APP0373,32,Female,Bachelor's,Salaried,528910,1083879,12,15.84,574,0,37210,98259,248.25,2304689,1,1,Home,0
APP0374,43,Female,PhD,Salaried,1403639,676701,120,12.69,711,4,42317,9981,19.39,2888851,1,0,Education,1
APP0375,35,Female,Bachelor's,Salaried,883970,101012,48,16.89,601,1,70516,2909,32.67,4378023,1,1,Business,1
APP0376,48,Female,PhD,Self-Employed,805751,180193,24,10.31,775,4,38362,8341,29.56,3994974,1,0,Education,1
APP0377,54,Male,Bachelor's,Self-Employed,1938614,1026809,12,11.81,594,0,59604,91139,67.48,2436901,1,1,Home,1
APP0378,22,Male,Bachelor's,Self-Employed,1535186,268168,60,16.94,720,4,9889,6656,7.52,4868136,1,1,Education,1
APP0379,52,Male,High School,Salaried,673656,198178,24,16.91,611,0,78748,9790,59.52,150408,0,0,Home,1
APP0380,43,Male,Master's,Unemployed,61386,108123,36,14.7,714,0,36971,3732,289.72,2960776,1,1,Home,0
APP0381,42,Male,Bachelor's,Business Owner,1274657,161825,24,16.52,541,3,55551,7964,23.19,4156094,1,1,Business,1
APP0382,45,Female,High School,Business Owner,1272930,1631584,24,8.43,639,4,8201,74113,72.19,2050126,1,0,Personal,1
APP0383,42,Male,High School,Business Owner,817585,1267309,36,16.58,603,2,42958,44919,84.84,3383167,1,1,Home,0
APP0384,42,Male,Bachelor's,Business Owner,1004732,820391,84,10.87,759,3,10681,13991,20.54,1955599,1,1,Home,1
APP0385,62,Male,Bachelor's,Salaried,1312960,1323546,36,9.37,721,0,51870,42317,52.9,4728257,1,0,Business,1
APP0386,26,Female,Master's,Salaried,1894548,274866,120,10.01,569,2,72203,3634,16.02,3722490,1,0,Home,1
APP0387,35,Male,Master's,Self-Employed,1047324,1074208,24,11.89,661,1,33152,50512,69.27,2515553,1,0,Education,1
APP0388,63,Female,High School,Self-Employed,235525,988624,36,10.14,610,1,55061,31965,247.01,3221639,1,0,Home,0
APP0389,57,Male,Master's,Self-Employed,1144036,1249438,84,10.87,765,3,62619,21308,42.05,1141219,0,1,Home,1
APP0390,53,Male,High School,Salaried,206464,632943,120,8.92,794,2,63235,7990,156.69,259383,0,0,Business,0
APP0391,28,Female,Master's,Salaried,1789426,765003,12,10.61,550,4,78740,67473,61.09,2460461,1,1,Business,1
APP0392,64,Female,Master's,Salaried,1828378,1716312,36,13.51,754,2,42890,58252,46.68,176682,0,0,Home,1
APP0393,64,Male,Bachelor's,Business Owner,575572,228446,36,12.14,605,3,66401,7603,57.38,2016987,1,0,Education,1
APP0394,25,Female,Master's,Self-Employed,1361140,748267,24,11.14,657,4,16217,34924,35.08,2909419,1,1,Home,1
APP0395,59,Male,Bachelor's,Salaried,1618767,1279719,120,15.34,682,4,53351,20914,27.37,1799215,1,0,Home,1
APP0396,24,Male,Bachelor's,Salaried,1716011,1743371,12,16.88,843,1,38741,158904,119.25,96453,0,0,Personal,0
APP0397,26,Female,Master's,Salaried,756922,346956,48,15.45,589,2,25654,9735,27.63,578078,1,0,Business,1
APP0398,52,Female,Bachelor's,Business Owner,394215,886002,48,10.99,755,4,66314,22895,130.25,2435142,1,0,Vehicle,0
APP0399,50,Female,Bachelor's,Self-Employed,1795929,1411621,60,15.32,574,3,6408,33820,23.88,408449,0,0,Business,1
APP0400,55,Female,Bachelor's,Self-Employed,465039,1158762,36,9.1,568,1,47903,36902,132.3,4731792,1,1,Business,0
APP0401,60,Female,Master's,Salaried,1591579,1220642,36,8.87,682,4,6218,38742,30.62,576563,0,0,Business,1
APP0402,36,Female,Bachelor's,Self-Employed,1916288,440508,12,11.13,681,2,55572,38960,34.84,2053164,1,1,Home,1
APP0403,33,Female,High School,Salaried,1167241,1804187,84,15.98,425,1,63798,35814,56.5,2566436,1,1,Home,1
APP0404,62,Female,Master's,Self-Employed,304127,1819107,48,10.09,784,2,35105,46216,223.9,3822379,1,0,Business,0
APP0405,50,Female,Master's,Salaried,296426,86160,60,8.16,487,2,74634,1754,97.74,3450320,1,0,Education,0
APP0406,39,Female,High School,Salaried,1149520,69156,12,8.88,666,2,70063,6044,28.25,3045236,1,1,Personal,1
APP0407,37,Female,Bachelor's,Self-Employed,1440952,1174784,36,16.52,799,1,12619,41604,37.8,4810277,1,1,Business,1
APP0408,39,Male,High School,Business Owner,1260538,523196,48,14.15,878,4,16939,14337,18.49,1463138,1,0,Personal,1
APP0409,48,Female,Bachelor's,Salaried,233302,515536,120,10.16,647,0,23226,6859,71.12,3775470,1,0,Home,1
APP0410,46,Female,Bachelor's,Business Owner,1596102,723289,60,13.33,551,4,30322,16579,19.3,3671782,1,0,Personal,1
APP0411,57,Male,Master's,Salaried,204011,509822,24,13.04,796,1,63215,24247,254.16,2552387,1,0,Education,0
APP0412,46,Female,Bachelor's,Salaried,219782,1329802,48,14.38,757,0,21878,36593,235.62,3636402,1,1,Personal,0
APP0413,43,Male,Bachelor's,Salaried,1447339,1554351,60,9.95,635,0,11560,32987,30.22,4040098,1,1,Home,1
APP0414,29,Male,Bachelor's,Salaried,1893518,1545997,12,16.58,624,0,43278,140694,97.39,4059833,1,0,Vehicle,0
APP0415,32,Female,Master's,Salaried,632941,1864630,24,10.75,615,3,41212,86690,187.79,493496,0,1,Business,0
APP0416,21,Male,Bachelor's,Salaried,1782060,1560267,60,14.79,648,1,78079,36947,40.65,1519493,0,1,Education,1
APP0417,21,Female,PhD,Salaried,1292035,769701,60,7.67,708,3,28946,15485,22.45,1268748,1,0,Vehicle,1
APP0418,54,Female,Bachelor's,Business Owner,811533,931809,36,11.41,629,0,36740,30687,61.67,4164026,1,0,Personal,1
APP0419,52,Male,High School,Salaried,722829,355007,84,11.19,640,3,12253,6114,16.25,3171029,1,1,Education,1
APP0420,45,Male,Bachelor's,Self-Employed,803151,787197,48,13.21,737,3,37813,21201,48.63,3714779,1,1,Vehicle,1
APP0421,60,Male,Bachelor's,Salaried,1109638,115439,36,8.26,546,1,69331,3631,26.42,1200413,1,1,Home,1
APP0422,21,Female,Bachelor's,Self-Employed,1611730,1761130,120,15.8,646,2,32632,29282,29.09,831219,0,0,Business,1
APP0423,36,Female,High School,Salaried,1281345,1825323,24,9.79,529,3,53365,84053,93.71,1955683,0,0,Vehicle,0
APP0424,59,Female,High School,Salaried,569673,695649,84,14.61,689,3,72593,13272,73.83,275001,0,0,Education,1
APP0425,25,Male,Master's,Salaried,1273276,262986,60,15.93,505,0,38431,6386,16.88,1464236,1,1,Home,1
APP0426,42,Female,Bachelor's,Salaried,1984292,1295862,36,13.4,760,0,42436,43913,34.26,4929405,1,1,Vehicle,1
APP0427,49,Male,Master's,Salaried,1193931,1981184,84,15.28,561,0,23413,38542,45.8,4724044,1,0,Home,1
APP0428,23,Female,Bachelor's,Self-Employed,431237,1591084,120,14.45,520,4,43485,25137,106.25,4305457,1,1,Home,0
APP0429,32,Male,Bachelor's,Business Owner,1108063,79777,48,11.23,647,3,73232,2071,26.03,3083873,1,1,Vehicle,1
APP0430,46,Female,Bachelor's,Business Owner,506024,1355003,120,15.99,833,0,21101,22690,68.82,1329020,0,1,Home,1
APP0431,36,Male,Bachelor's,Self-Employed,314003,1780119,24,10.59,744,1,13831,82629,331.62,400717,0,1,Home,0
APP0432,57,Female,Bachelor's,Salaried,1387968,470661,12,13.5,506,4,56897,42149,51.2,3147573,1,0,Business,1
APP0433,42,Male,Bachelor's,Salaried,249589,248110,36,15.33,559,2,10004,8641,55.97,1167918,1,1,Home,1
APP0434,49,Female,High School,Salaried,450606,1083981,24,11.48,644,3,50924,50764,175.87,761654,0,0,Education,0
APP0435,34,Female,Bachelor's,Salaried,931636,1447921,12,10.68,881,3,26509,127754,174.8,996270,0,0,Home,0
APP0436,48,Male,Bachelor's,Salaried,760185,464627,36,12.32,595,1,42170,15503,44.44,2346002,1,1,Vehicle,1
APP0437,25,Female,PhD,Salaried,389637,755937,24,16.09,596,2,48555,37046,158.95,3393416,1,1,Business,0
APP0438,50,Female,Master's,Salaried,886290,328011,120,17.26,817,2,19662,5755,15.78,2655844,1,0,Business,1
APP0439,25,Male,Master's,Salaried,1961169,1685365,24,13.22,697,4,70930,80300,62.15,1595428,0,1,Home,1
APP0440,32,Male,Master's,Business Owner,1462469,1243914,84,14.45,774,3,52403,23621,32.28,3767914,1,1,Home,1
APP0441,36,Female,Bachelor's,Self-Employed,1980832,1924430,120,16.98,614,0,41365,33422,27.76,974939,0,1,Home,1
APP0442,46,Male,Bachelor's,Salaried,1319510,740568,36,8.53,670,1,67188,23388,39.6,3104952,1,0,Education,1
APP0443,46,Female,Master's,Business Owner,780118,1600330,24,9.94,798,1,31673,73803,128.14,4634995,1,1,Personal,0
APP0444,41,Male,Bachelor's,Unemployed,19053,1744408,60,14.94,666,1,68471,41444,3901.51,3928408,1,0,Home,0
APP0445,59,Female,Bachelor's,Salaried,556742,1523005,36,16.15,781,1,22156,53657,129.98,939203,0,0,Home,0
APP0446,56,Male,High School,Salaried,957582,1761303,24,16.5,714,0,62287,86660,132.01,2730061,1,0,Home,0
APP0447,53,Female,Bachelor's,Salaried,282987,1878094,84,11.86,586,0,6645,33013,148.44,1752153,0,0,Vehicle,0
APP0448,50,Female,Bachelor's,Business Owner,1822042,609650,12,8.44,678,4,64076,53157,47.67,3274199,1,1,Business,1
